household_key,voucher_recommendation_rank,recommended_item,recommended_item_group,predicted_purchase_score,strongest_purchased_anchor_item,strongest_purchased_anchor_group,anchor_item_similarity,household_eligible_item_count,recommended_item_basket_count,score_method,diversity_relaxed_flag
1682,2,TROPICAL FRUIT,PRODUCE,0.2942439905957997,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,25,32466,top_5_filtered_similarity_mean,0
1682,3,DELI MEATS,DELI,0.23101839038738908,FLUID MILK PRODUCTS,GROCERY,0.2623427189888918,25,17114,top_5_filtered_similarity_mean,0
1683,1,DELI MEATS,DELI,0.3238446237333811,CHEESES,DELI,0.5124038182012465,122,17114,top_5_filtered_similarity_mean,0
1683,2,PASTA SAUCE,GROCERY,0.31994101637596967,DRY NOODLES/PASTA,GROCERY,0.5010828360778531,122,11722,top_5_filtered_similarity_mean,0
1683,3,TOMATOES,PRODUCE,0.266733281915695,VEGETABLES - ALL OTHERS,PRODUCE,0.2848437197977615,122,15256,top_5_filtered_similarity_mean,0
1684,1,COLD CEREAL,GROCERY,0.3353128912239514,FLUID MILK PRODUCTS,GROCERY,0.40360671489083316,97,25128,top_5_filtered_similarity_mean,0
1684,2,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,97,11320,top_5_filtered_similarity_mean,0
1684,3,VEGETABLES - ALL OTHERS,PRODUCE,0.27442220476561696,ONIONS,PRODUCE,0.29553283050427526,97,16345,top_5_filtered_similarity_mean,0
1685,1,DRY NOODLES/PASTA,GROCERY,0.28500561090039295,VEGETABLES - SHELF STABLE,GROCERY,0.31336922164269726,111,14017,top_5_filtered_similarity_mean,0
1685,2,BACON,MEAT-PCKGD,0.2488796177918003,EGGS,GROCERY,0.2782867893324901,111,10864,top_5_filtered_similarity_mean,0
1685,3,PORK,MEAT,0.24791236641649245,BEEF,MEAT,0.3058265786268862,111,12371,top_5_filtered_similarity_mean,0
1686,1,TROPICAL FRUIT,PRODUCE,0.3256148474533174,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,94,32466,top_5_filtered_similarity_mean,0
1686,2,YOGURT,GROCERY,0.26396783154860815,FLUID MILK PRODUCTS,GROCERY,0.299378740169095,94,17594,top_5_filtered_similarity_mean,0
1686,3,FROZEN MEAT,MEAT-PCKGD,0.20665363864607095,FROZEN PIZZA,GROCERY,0.22280977700770946,94,8209,top_5_filtered_similarity_mean,0
1687,1,SOFT DRINKS,GROCERY,0.34500519559637993,BAG SNACKS,GROCERY,0.37453996828661845,135,71545,top_5_filtered_similarity_mean,0
1687,2,FROZEN MEAT,MEAT-PCKGD,0.2001023633466546,BAKED BREAD/BUNS/ROLLS,GROCERY,0.21477550038707524,135,8209,top_5_filtered_similarity_mean,0
1687,3,STONE FRUIT,PRODUCE,0.1567944498518188,TROPICAL FRUIT,PRODUCE,0.18902600994914262,135,5483,top_5_filtered_similarity_mean,0
1688,1,MILK BY-PRODUCTS,GROCERY,0.29464073408766606,CHEESE,GROCERY,0.35946949395637046,92,19695,top_5_filtered_similarity_mean,0
1688,2,ONIONS,PRODUCE,0.2783615935036775,VEGETABLES - ALL OTHERS,PRODUCE,0.29553283050427526,92,15553,top_5_filtered_similarity_mean,0
1688,3,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,92,11320,top_5_filtered_similarity_mean,0
1689,1,MILK BY-PRODUCTS,GROCERY,0.29464073408766606,CHEESE,GROCERY,0.35946949395637046,104,19695,top_5_filtered_similarity_mean,0
1689,2,DELI MEATS,DELI,0.2688785464326188,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,104,17114,top_5_filtered_similarity_mean,0
1689,3,SALAD MIX,PRODUCE,0.2596620162630081,SALD DRSNG/SNDWCH SPRD,GROCERY,0.27425501022864407,104,15518,top_5_filtered_similarity_mean,0
169,1,FLUID MILK PRODUCTS,GROCERY,0.3569384264261326,BAKED BREAD/BUNS/ROLLS,GROCERY,0.4796043164210295,17,69198,top_5_filtered_similarity_mean,0
169,2,BEEF,MEAT,0.312629687815743,BAKED BREAD/BUNS/ROLLS,GROCERY,0.39976606740901244,17,36695,top_5_filtered_similarity_mean,0
169,3,TROPICAL FRUIT,PRODUCE,0.27235863448051084,BAKED BREAD/BUNS/ROLLS,GROCERY,0.36755924700410825,17,32466,top_5_filtered_similarity_mean,0
1690,1,HISPANIC,GROCERY,0.2676978453356336,CHEESE,GROCERY,0.30803595202412537,110,14255,top_5_filtered_similarity_mean,0
1690,2,TOMATOES,PRODUCE,0.266733281915695,VEGETABLES - ALL OTHERS,PRODUCE,0.2848437197977615,110,15256,top_5_filtered_similarity_mean,0
1690,3,FROZEN MEAT,MEAT-PCKGD,0.20665363864607095,FROZEN PIZZA,GROCERY,0.22280977700770946,110,8209,top_5_filtered_similarity_mean,0
1691,1,PASTA SAUCE,GROCERY,0.3164439990695901,DRY NOODLES/PASTA,GROCERY,0.5010828360778531,122,11722,top_5_filtered_similarity_mean,0
1691,2,SALAD MIX,PRODUCE,0.2596620162630081,SALD DRSNG/SNDWCH SPRD,GROCERY,0.27425501022864407,122,15518,top_5_filtered_similarity_mean,0
1691,3,CHICKEN,MEAT,0.2460322150884915,BEEF,MEAT,0.2856478769962882,122,15042,top_5_filtered_similarity_mean,0
1692,1,MEAT - SHELF STABLE,GROCERY,0.2842553632575912,DINNER MXS:DRY,GROCERY,0.3028661333919106,121,13797,top_5_filtered_similarity_mean,0
1692,2,TOMATOES,PRODUCE,0.27410861569152817,VEGETABLES SALAD,PRODUCE,0.3217203886769275,121,15256,top_5_filtered_similarity_mean,0
1692,3,SEAFOOD - FROZEN,SEAFOOD-PCKGD,0.16338154190474155,BEEF,MEAT,0.16883103705314065,121,7517,top_5_filtered_similarity_mean,0
1693,1,SALD DRSNG/SNDWCH SPRD,GROCERY,0.274655787359863,CONDIMENTS/SAUCES,GROCERY,0.2911541722029595,184,16753,top_5_filtered_similarity_mean,0
1693,2,PORK,MEAT,0.24791236641649245,BEEF,MEAT,0.3058265786268862,184,12371,top_5_filtered_similarity_mean,0
1693,3,BREAKFAST SAUSAGE/SANDWICHES,MEAT-PCKGD,0.24129181378349335,EGGS,GROCERY,0.25885355017337613,184,10971,top_5_filtered_similarity_mean,0
1694,1,YOGURT,GROCERY,0.27724396853637334,FLUID MILK PRODUCTS,GROCERY,0.299378740169095,144,17594,top_5_filtered_similarity_mean,0
1694,2,VEGETABLES SALAD,PRODUCE,0.2436765080727091,TOMATOES,PRODUCE,0.3217203886769275,144,10708,top_5_filtered_similarity_mean,0
1694,3,SEAFOOD - FROZEN,SEAFOOD-PCKGD,0.16338154190474155,BEEF,MEAT,0.16883103705314065,144,7517,top_5_filtered_similarity_mean,0
1695,1,CHEESE,GROCERY,0.39330580699803624,BAKED BREAD/BUNS/ROLLS,GROCERY,0.4500893368435206,93,46856,top_5_filtered_similarity_mean,0
1695,2,BEEF,MEAT,0.3401024135377734,BAKED BREAD/BUNS/ROLLS,GROCERY,0.39976606740901244,93,36695,top_5_filtered_similarity_mean,0
1695,3,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,93,11320,top_5_filtered_similarity_mean,0
1696,1,TOMATOES,PRODUCE,0.266733281915695,VEGETABLES - ALL OTHERS,PRODUCE,0.2848437197977615,134,15256,top_5_filtered_similarity_mean,0
1696,2,PORK,MEAT,0.24791236641649245,BEEF,MEAT,0.3058265786268862,134,12371,top_5_filtered_similarity_mean,0
1696,3,BACON,MEAT-PCKGD,0.2458821229282068,EGGS,GROCERY,0.2782867893324901,134,10864,top_5_filtered_similarity_mean,0
1697,1,TROPICAL FRUIT,PRODUCE,0.3341009717543916,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,82,32466,top_5_filtered_similarity_mean,0
1697,2,DRY BN/VEG/POTATO/RICE,GROCERY,0.27384564393921923,VEGETABLES - SHELF STABLE,GROCERY,0.3098131037514412,82,13261,top_5_filtered_similarity_mean,0
1697,3,DELI MEATS,DELI,0.2627207807279318,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,82,17114,top_5_filtered_similarity_mean,0
1698,1,YOGURT,GROCERY,0.27724396853637334,FLUID MILK PRODUCTS,GROCERY,0.299378740169095,119,17594,top_5_filtered_similarity_mean,0
1698,2,CARROTS,PRODUCE,0.22085074583064973,VEGETABLES - ALL OTHERS,PRODUCE,0.2897394778503322,119,8400,top_5_filtered_similarity_mean,0
1698,3,ORAL HYGIENE PRODUCTS,DRUG GM,0.15130125499269279,FLUID MILK PRODUCTS,GROCERY,0.15691027963186316,119,7794,top_5_filtered_similarity_mean,0
1699,1,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,75,11320,top_5_filtered_similarity_mean,0
1699,2,DRY BN/VEG/POTATO/RICE,GROCERY,0.27384564393921923,VEGETABLES - SHELF STABLE,GROCERY,0.3098131037514412,75,13261,top_5_filtered_similarity_mean,0
1699,3,POTATOES,PRODUCE,0.26947429957855545,BEEF,MEAT,0.2863332507481838,75,15284,top_5_filtered_similarity_mean,0
17,1,COLD CEREAL,GROCERY,0.3275718847560894,FLUID MILK PRODUCTS,GROCERY,0.40360671489083316,121,25128,top_5_filtered_similarity_mean,0
17,2,BACON,MEAT-PCKGD,0.2488796177918003,EGGS,GROCERY,0.2782867893324901,121,10864,top_5_filtered_similarity_mean,0
17,3,MUSHROOMS,PRODUCE,0.17776597519732318,ONIONS,PRODUCE,0.19739962728198437,121,4735,top_5_filtered_similarity_mean,0
170,1,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,132,11320,top_5_filtered_similarity_mean,0
170,2,SALAD MIX,PRODUCE,0.2596620162630081,SALD DRSNG/SNDWCH SPRD,GROCERY,0.27425501022864407,132,15518,top_5_filtered_similarity_mean,0
170,3,BEANS - CANNED GLASS & MW,GROCERY,0.2502438584895924,VEGETABLES - SHELF STABLE,GROCERY,0.3400501483841249,132,9495,top_5_filtered_similarity_mean,0
1700,1,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,83,11320,top_5_filtered_similarity_mean,0
1700,2,POTATOES,PRODUCE,0.2621126410938427,BEEF,MEAT,0.2863332507481838,83,15284,top_5_filtered_similarity_mean,0
1700,3,BEANS - CANNED GLASS & MW,GROCERY,0.25488649197794444,VEGETABLES - SHELF STABLE,GROCERY,0.3400501483841249,83,9495,top_5_filtered_similarity_mean,0
1701,1,PASTA SAUCE,GROCERY,0.3164439990695901,DRY NOODLES/PASTA,GROCERY,0.5010828360778531,81,11722,top_5_filtered_similarity_mean,0
1701,2,DELI MEATS,DELI,0.2688785464326188,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,81,17114,top_5_filtered_similarity_mean,0
1701,3,CHICKEN,MEAT,0.2460322150884915,BEEF,MEAT,0.2856478769962882,81,15042,top_5_filtered_similarity_mean,0
1702,1,EGGS,GROCERY,0.33766970667012874,FLUID MILK PRODUCTS,GROCERY,0.3929214210952837,87,27866,top_5_filtered_similarity_mean,0
1702,2,APPLES,PRODUCE,0.24948571618572163,TROPICAL FRUIT,PRODUCE,0.31575158289636746,87,13210,top_5_filtered_similarity_mean,0
1702,3,CANDY - PACKAGED,DRUG GM,0.1990215756959367,SOFT DRINKS,GROCERY,0.20707316127347317,87,21503,top_5_filtered_similarity_mean,0
1703,1,TROPICAL FRUIT,PRODUCE,0.3341009717543916,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,140,32466,top_5_filtered_similarity_mean,0
1703,2,CHEESES,DELI,0.2732057025044946,DELI MEATS,DELI,0.5124038182012465,140,11320,top_5_filtered_similarity_mean,0
1703,3,YOGURT,GROCERY,0.26396783154860815,FLUID MILK PRODUCTS,GROCERY,0.299378740169095,140,17594,top_5_filtered_similarity_mean,0
1704,1,BAKED BREAD/BUNS/ROLLS,GROCERY,0.40991047612144416,FLUID MILK PRODUCTS,GROCERY,0.4796043164210295,45,60263,top_5_filtered_similarity_mean,0
1704,2,BEEF,MEAT,0.3232578734957515,CHEESE,GROCERY,0.3821015348593105,45,36695,top_5_filtered_similarity_mean,0
1704,3,TROPICAL FRUIT,PRODUCE,0.30392899267094065,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,45,32466,top_5_filtered_similarity_mean,0
1705,1,DELI MEATS,DELI,0.2688785464326188,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,127,17114,top_5_filtered_similarity_mean,0
1705,2,APPLES,PRODUCE,0.25397193898674997,TROPICAL FRUIT,PRODUCE,0.31575158289636746,127,13210,top_5_filtered_similarity_mean,0
1705,3,PNT BTR/JELLY/JAMS,GROCERY,0.22417853188477505,BAKED BREAD/BUNS/ROLLS,GROCERY,0.24502877654082592,127,10362,top_5_filtered_similarity_mean,0
1706,1,BEEF,MEAT,0.3598584118890528,BAKED BREAD/BUNS/ROLLS,GROCERY,0.39976606740901244,66,36695,top_5_filtered_similarity_mean,0
1706,2,LUNCHMEAT,MEAT-PCKGD,0.3049414483221692,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3602845074558083,66,23697,top_5_filtered_similarity_mean,0
1706,3,DINNER MXS:DRY,GROCERY,0.2891876916558826,MEAT - SHELF STABLE,GROCERY,0.3028661333919106,66,13302,top_5_filtered_similarity_mean,0
1707,1,TOMATOES,PRODUCE,0.2800155158374485,VEGETABLES SALAD,PRODUCE,0.3217203886769275,172,15256,top_5_filtered_similarity_mean,0
1707,2,CHICKEN,MEAT,0.24823073037344917,BEEF,MEAT,0.2856478769962882,172,15042,top_5_filtered_similarity_mean,0
1707,3,FRZN POTATOES,GROCERY,0.20470585261845428,FROZEN PIZZA,GROCERY,0.2140193763716565,172,8110,top_5_filtered_similarity_mean,0
1708,1,DELI MEATS,DELI,0.3238446237333811,CHEESES,DELI,0.5124038182012465,118,17114,top_5_filtered_similarity_mean,0
1708,2,YOGURT,GROCERY,0.27724396853637334,FLUID MILK PRODUCTS,GROCERY,0.299378740169095,118,17594,top_5_filtered_similarity_mean,0
1708,3,HOT DOGS,MEAT-PCKGD,0.24488868107725228,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3003419980271218,118,10921,top_5_filtered_similarity_mean,0
1709,1,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,141,11320,top_5_filtered_similarity_mean,0
1709,2,APPLES,PRODUCE,0.25397193898674997,TROPICAL FRUIT,PRODUCE,0.31575158289636746,141,13210,top_5_filtered_similarity_mean,0
1709,3,WATER - CARBONATED/FLVRD DRINK,GROCERY,0.20128799049095242,BAKED BREAD/BUNS/ROLLS,GROCERY,0.21358921676909257,141,17961,top_5_filtered_similarity_mean,0
171,1,FRZN MEAT/MEAT DINNERS,GROCERY,0.2722884370988528,FROZEN PIZZA,GROCERY,0.3133833569227961,104,22746,top_5_filtered_similarity_mean,0
171,2,DELI MEATS,DELI,0.2688785464326188,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,104,17114,top_5_filtered_similarity_mean,0
171,3,APPLES,PRODUCE,0.2522396962151765,TROPICAL FRUIT,PRODUCE,0.31575158289636746,104,13210,top_5_filtered_similarity_mean,0
1710,1,BACON,MEAT-PCKGD,0.2488796177918003,EGGS,GROCERY,0.2782867893324901,175,10864,top_5_filtered_similarity_mean,0
1710,2,DRY SAUCES/GRAVY,GROCERY,0.22825558527576656,VEGETABLES - SHELF STABLE,GROCERY,0.28639110921850763,175,6488,top_5_filtered_similarity_mean,0
1710,3,SEAFOOD - MISC,SEAFOOD-PCKGD,0.06868410153325225,SEAFOOD - FROZEN,SEAFOOD-PCKGD,0.17836823603979743,175,1135,top_5_filtered_similarity_mean,0
1711,1,PASTA SAUCE,GROCERY,0.31994101637596967,DRY NOODLES/PASTA,GROCERY,0.5010828360778531,80,11722,top_5_filtered_similarity_mean,0
1711,2,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,80,11320,top_5_filtered_similarity_mean,0
1711,3,APPLES,PRODUCE,0.24948571618572163,TROPICAL FRUIT,PRODUCE,0.31575158289636746,80,13210,top_5_filtered_similarity_mean,0
1712,1,CHEESE,GROCERY,0.40118252985033076,BAKED BREAD/BUNS/ROLLS,GROCERY,0.4500893368435206,91,46856,top_5_filtered_similarity_mean,0
1712,2,LUNCHMEAT,MEAT-PCKGD,0.2891780715287341,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3602845074558083,91,23697,top_5_filtered_similarity_mean,0
1712,3,ONIONS,PRODUCE,0.27632458561997203,PEPPERS-ALL,PRODUCE,0.3075117366367512,91,15553,top_5_filtered_similarity_mean,0
1713,1,VEGETABLES - SHELF STABLE,GROCERY,0.32545418269985366,BEEF,MEAT,0.35804043353862086,56,22588,top_5_filtered_similarity_mean,0
1713,2,ONIONS,PRODUCE,0.272427395386484,VEGETABLES - ALL OTHERS,PRODUCE,0.29553283050427526,56,15553,top_5_filtered_similarity_mean,0
1713,3,DELI MEATS,DELI,0.2688785464326188,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,56,17114,top_5_filtered_similarity_mean,0
1714,1,CHEESE,GROCERY,0.398543864099365,BAKED BREAD/BUNS/ROLLS,GROCERY,0.4500893368435206,43,46856,top_5_filtered_similarity_mean,0
1714,2,ONIONS,PRODUCE,0.28049304508055867,PEPPERS-ALL,PRODUCE,0.3075117366367512,43,15553,top_5_filtered_similarity_mean,0
1714,3,DELI MEATS,DELI,0.24913488379510268,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,43,17114,top_5_filtered_similarity_mean,0
1715,1,CANNED JUICES,GROCERY,0.2656950814354297,FLUID MILK PRODUCTS,GROCERY,0.29278736268784605,122,20165,top_5_filtered_similarity_mean,0
1715,2,PORK,MEAT,0.24791236641649245,BEEF,MEAT,0.3058265786268862,122,12371,top_5_filtered_similarity_mean,0
1715,3,VEGETABLES SALAD,PRODUCE,0.2436765080727091,TOMATOES,PRODUCE,0.3217203886769275,122,10708,top_5_filtered_similarity_mean,0
1716,1,ONIONS,PRODUCE,0.2783615935036775,VEGETABLES - ALL OTHERS,PRODUCE,0.29553283050427526,138,15553,top_5_filtered_similarity_mean,0
1716,2,BACON,MEAT-PCKGD,0.2488796177918003,EGGS,GROCERY,0.2782867893324901,138,10864,top_5_filtered_similarity_mean,0
1716,3,PORK,MEAT,0.24791236641649245,BEEF,MEAT,0.3058265786268862,138,12371,top_5_filtered_similarity_mean,0
1717,1,BAG SNACKS,GROCERY,0.35487381012469665,BAKED BREAD/BUNS/ROLLS,GROCERY,0.38992314376473686,69,41975,top_5_filtered_similarity_mean,0
1717,2,LUNCHMEAT,MEAT-PCKGD,0.30303306811148095,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3602845074558083,69,23697,top_5_filtered_similarity_mean,0
1717,3,DELI MEATS,DELI,0.2598068490184974,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,69,17114,top_5_filtered_similarity_mean,0
1718,1,YOGURT,GROCERY,0.27724396853637334,FLUID MILK PRODUCTS,GROCERY,0.299378740169095,95,17594,top_5_filtered_similarity_mean,0
1718,2,SALAD MIX,PRODUCE,0.2596620162630081,SALD DRSNG/SNDWCH SPRD,GROCERY,0.27425501022864407,95,15518,top_5_filtered_similarity_mean,0
1718,3,CHICKEN,MEAT,0.24823073037344917,BEEF,MEAT,0.2856478769962882,95,15042,top_5_filtered_similarity_mean,0
1719,1,VEGETABLES SALAD,PRODUCE,0.2436765080727091,TOMATOES,PRODUCE,0.3217203886769275,153,10708,top_5_filtered_similarity_mean,0
1719,2,HOUSEHOLD CLEANG NEEDS,GROCERY,0.19469044961640194,BROOMS AND MOPS,DRUG GM,0.2230962916899287,153,7384,top_5_filtered_similarity_mean,0
1719,3,ORAL HYGIENE PRODUCTS,DRUG GM,0.15130125499269279,FLUID MILK PRODUCTS,GROCERY,0.15691027963186316,153,7794,top_5_filtered_similarity_mean,0
172,1,VEGETABLES - SHELF STABLE,GROCERY,0.32967712977436986,BEEF,MEAT,0.35804043353862086,80,22588,top_5_filtered_similarity_mean,0
172,2,TROPICAL FRUIT,PRODUCE,0.32520029102812986,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,80,32466,top_5_filtered_similarity_mean,0
172,3,DELI MEATS,DELI,0.2627207807279318,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,80,17114,top_5_filtered_similarity_mean,0
1720,1,DINNER SAUSAGE,MEAT-PCKGD,0.2163678882242317,BAKED BREAD/BUNS/ROLLS,GROCERY,0.24126544762187957,153,9863,top_5_filtered_similarity_mean,0
1720,2,MISC. DAIRY,GROCERY,0.19427805392949257,HISPANIC,GROCERY,0.229704627652746,153,7336,top_5_filtered_similarity_mean,0
1720,3,MUSHROOMS,PRODUCE,0.17776597519732318,ONIONS,PRODUCE,0.19739962728198437,153,4735,top_5_filtered_similarity_mean,0
1721,1,EGGS,GROCERY,0.33766970667012874,FLUID MILK PRODUCTS,GROCERY,0.3929214210952837,51,27866,top_5_filtered_similarity_mean,0
1721,2,TROPICAL FRUIT,PRODUCE,0.32979600808386483,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,51,32466,top_5_filtered_similarity_mean,0
1721,3,LUNCHMEAT,MEAT-PCKGD,0.30792961782186057,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3602845074558083,51,23697,top_5_filtered_similarity_mean,0
1722,1,PWDR/CRYSTL DRNK MX,GROCERY,0.16641362500407014,SUGARS/SWEETNERS,GROCERY,0.18726376219020968,178,5319,top_5_filtered_similarity_mean,0
1722,2,REFRIGERATED,NUTRITION,0.08613877098560382,ORGANICS FRUIT & VEGETABLES,PRODUCE,0.14636510518384477,178,5167,top_5_filtered_similarity_mean,0
1722,3,BROOMS AND MOPS,DRUG GM,0.07312158644450187,HOUSEHOLD CLEANG NEEDS,GROCERY,0.2230962916899287,178,3040,top_5_filtered_similarity_mean,0
1723,1,CHEESE,GROCERY,0.40118252985033076,BAKED BREAD/BUNS/ROLLS,GROCERY,0.4500893368435206,62,46856,top_5_filtered_similarity_mean,0
1723,2,LUNCHMEAT,MEAT-PCKGD,0.2891780715287341,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3602845074558083,62,23697,top_5_filtered_similarity_mean,0
1723,3,TOMATOES,PRODUCE,0.27931272602088136,VEGETABLES SALAD,PRODUCE,0.3217203886769275,62,15256,top_5_filtered_similarity_mean,0
1724,1,REFRGRATD JUICES/DRNKS,GROCERY,0.2934740440297717,FLUID MILK PRODUCTS,GROCERY,0.3483265945723694,144,25920,top_5_filtered_similarity_mean,0
1724,2,POTATOES,PRODUCE,0.26947429957855545,BEEF,MEAT,0.2863332507481838,144,15284,top_5_filtered_similarity_mean,0
1724,3,FROZEN MEAT,MEAT-PCKGD,0.20665363864607095,FROZEN PIZZA,GROCERY,0.22280977700770946,144,8209,top_5_filtered_similarity_mean,0
1725,1,BEEF,MEAT,0.3598584118890528,BAKED BREAD/BUNS/ROLLS,GROCERY,0.39976606740901244,82,36695,top_5_filtered_similarity_mean,0
1725,2,DRY NOODLES/PASTA,GROCERY,0.3247187612783011,PASTA SAUCE,GROCERY,0.5010828360778531,82,14017,top_5_filtered_similarity_mean,0
1725,3,DELI MEATS,DELI,0.3238446237333811,CHEESES,DELI,0.5124038182012465,82,17114,top_5_filtered_similarity_mean,0
1726,1,CONVENIENT BRKFST/WHLSM SNACKS,GROCERY,0.26756147787663664,COLD CEREAL,GROCERY,0.310442902696737,172,13987,top_5_filtered_similarity_mean,0
1726,2,HOT DOGS,MEAT-PCKGD,0.24526581554569193,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3003419980271218,172,10921,top_5_filtered_similarity_mean,0
1726,3,CARROTS,PRODUCE,0.22086787642991662,VEGETABLES - ALL OTHERS,PRODUCE,0.2897394778503322,172,8400,top_5_filtered_similarity_mean,0
1727,1,BAKED BREAD/BUNS/ROLLS,GROCERY,0.34156967390815257,BAG SNACKS,GROCERY,0.38992314376473686,15,60263,top_5_filtered_similarity_mean,0
1727,2,BEEF,MEAT,0.2902089399669596,PORK,MEAT,0.3058265786268862,15,36695,top_5_filtered_similarity_mean,0
1727,3,LUNCHMEAT,MEAT-PCKGD,0.22922738266749892,BAG SNACKS,GROCERY,0.2734429376841036,15,23697,top_5_filtered_similarity_mean,0
1728,1,DRY NOODLES/PASTA,GROCERY,0.33401937036796403,PASTA SAUCE,GROCERY,0.5010828360778531,96,14017,top_5_filtered_similarity_mean,0
1728,2,TROPICAL FRUIT,PRODUCE,0.32979600808386483,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,96,32466,top_5_filtered_similarity_mean,0
1728,3,DELI MEATS,DELI,0.2627207807279318,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,96,17114,top_5_filtered_similarity_mean,0
1729,1,TOMATOES,PRODUCE,0.2800155158374485,VEGETABLES SALAD,PRODUCE,0.3217203886769275,153,15256,top_5_filtered_similarity_mean,0
1729,2,PORK,MEAT,0.24791236641649245,BEEF,MEAT,0.3058265786268862,153,12371,top_5_filtered_similarity_mean,0
1729,3,DRY SAUCES/GRAVY,GROCERY,0.22825558527576656,VEGETABLES - SHELF STABLE,GROCERY,0.28639110921850763,153,6488,top_5_filtered_similarity_mean,0
173,1,BAG SNACKS,GROCERY,0.33369502893851616,BAKED BREAD/BUNS/ROLLS,GROCERY,0.38992314376473686,28,41975,top_5_filtered_similarity_mean,0
173,2,BEEF,MEAT,0.3334713160036671,BAKED BREAD/BUNS/ROLLS,GROCERY,0.39976606740901244,28,36695,top_5_filtered_similarity_mean,0
173,3,TROPICAL FRUIT,PRODUCE,0.32304162068710396,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,28,32466,top_5_filtered_similarity_mean,0
1730,1,BAG SNACKS,GROCERY,0.3500765461389646,BAKED BREAD/BUNS/ROLLS,GROCERY,0.38992314376473686,21,41975,top_5_filtered_similarity_mean,0
1730,2,BEEF,MEAT,0.34222038213165085,BAKED BREAD/BUNS/ROLLS,GROCERY,0.39976606740901244,21,36695,top_5_filtered_similarity_mean,0
1730,3,TROPICAL FRUIT,PRODUCE,0.32249842801331335,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,21,32466,top_5_filtered_similarity_mean,0
1731,1,BREAKFAST SAUSAGE/SANDWICHES,MEAT-PCKGD,0.24129181378349335,EGGS,GROCERY,0.25885355017337613,142,10971,top_5_filtered_similarity_mean,0
1731,2,PAPER TOWELS,GROCERY,0.22520754645928945,BATH TISSUES,GROCERY,0.31805533572121436,142,10170,top_5_filtered_similarity_mean,0
1731,3,BERRIES,PRODUCE,0.20187766148684871,TROPICAL FRUIT,PRODUCE,0.25458327434190026,142,9113,top_5_filtered_similarity_mean,0
1732,1,FRZN NOVELTIES/WTR ICE,GROCERY,0.1706205456975011,FLUID MILK PRODUCTS,GROCERY,0.18130019298630506,155,10346,top_5_filtered_similarity_mean,0
1732,2,SOAP - LIQUID & BAR,DRUG GM,0.1594885025172859,HAIR CARE PRODUCTS,DRUG GM,0.20766278089154525,155,5861,top_5_filtered_similarity_mean,0
1732,3,MELONS,PRODUCE,0.1452094474864786,TROPICAL FRUIT,PRODUCE,0.16632583057670886,155,4321,top_5_filtered_similarity_mean,0
1733,1,CHEESE,GROCERY,0.40118252985033076,BAKED BREAD/BUNS/ROLLS,GROCERY,0.4500893368435206,107,46856,top_5_filtered_similarity_mean,0
1733,2,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,107,11320,top_5_filtered_similarity_mean,0
1733,3,SALAD MIX,PRODUCE,0.2523633777844026,SALD DRSNG/SNDWCH SPRD,GROCERY,0.27425501022864407,107,15518,top_5_filtered_similarity_mean,0
