household_key,actual_churn_flag,p_churn_raw,p_churn_calibrated,predicted_churn,p_future_active,predicted_discounted_value_60d_if_active,predicted_expected_discounted_value_60d,annual_discount_rate,future_active_flag,future_revenue_60d,discounted_future_revenue_60d,risk_decile,value_decile,priority_segment,risk_rank,risk_value_score,risk_value_rank,expected_incremental_profit_conservative,profitable_to_treat_conservative,predicted_discounted_margin_60d_if_active_conservative,predicted_expected_discounted_margin_60d_conservative,expected_incremental_profit_base,profitable_to_treat_base,predicted_discounted_margin_60d_if_active_base,predicted_expected_discounted_margin_60d_base,expected_incremental_profit_optimistic,profitable_to_treat_optimistic,predicted_discounted_margin_60d_if_active_optimistic,predicted_expected_discounted_margin_60d_optimistic,profit_rank_base,priority_rank,priority_rank_source,recommended_treatment_action_base,business_decision_note_base,recommended_item_1,recommended_item_group_1,predicted_purchase_score_1,strongest_purchased_anchor_item_1,strongest_purchased_anchor_group_1,anchor_item_similarity_1,score_method_1,rule_group_1,discount_leakage_risk_1,recommended_item_2,recommended_item_group_2,predicted_purchase_score_2,strongest_purchased_anchor_item_2,strongest_purchased_anchor_group_2,anchor_item_similarity_2,score_method_2,rule_group_2,discount_leakage_risk_2,recommended_item_3,recommended_item_group_3,predicted_purchase_score_3,strongest_purchased_anchor_item_3,strongest_purchased_anchor_group_3,anchor_item_similarity_3,score_method_3,rule_group_3,discount_leakage_risk_3,offer_available_flag,recommendation_source,primary_offer_discount_leakage_risk
1349,0,0.64451736,0.21992978424757056,1,0.9696969696969697,184.35899073992317,178.7723546568952,0.08,1,92.53,91.41595230741898,2,5,High Risk - Low Value,304,40.54603305753116,496,-4.756723801654813,False,36.871798147984634,35.75447093137904,-4.49317458678086,False,46.08974768498079,44.6930886642238,-4.026895206619252,False,55.30769722197695,53.63170639706856,496,304,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",DRY SAUCES/GRAVY,GROCERY,0.2282555852757665,VEGETABLES - SHELF STABLE,GROCERY,0.2863911092185076,top_5_filtered_similarity_mean,,unknown,FROZEN MEAT,MEAT-PCKGD,0.2066536386460709,FROZEN PIZZA,GROCERY,0.2228097770077094,top_5_filtered_similarity_mean,,unknown,BERRIES,PRODUCE,0.2018776614868487,TROPICAL FRUIT,PRODUCE,0.2545832743419002,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
2356,1,0.64417523,0.21971671142614643,1,0.7916666666666666,96.09111466651846,76.07213244432711,0.08,0,0.0,0.0,2,8,High Risk - Low Value,305,21.112823711800186,1091,-4.873323057729199,False,19.218222933303693,15.214426488865422,-4.736089703602498,False,24.022778666629616,19.018033111081778,-4.493292230916795,False,28.82733439995554,22.82163973329813,1091,305,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",DRY NOODLES/PASTA,GROCERY,0.334019370367964,PASTA SAUCE,GROCERY,0.5010828360778531,top_5_filtered_similarity_mean,,unknown,APPLES,PRODUCE,0.2539719389867499,TROPICAL FRUIT,PRODUCE,0.3157515828963674,top_5_filtered_similarity_mean,,unknown,BREAD,PASTRY,0.1470293295714163,CHEESE,GROCERY,0.1557607498519516,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
2371,0,0.6440564,0.21964272746558303,1,0.9722222222222222,146.75635728107775,142.67979180104783,0.08,1,197.25,196.6845305366917,2,6,High Risk - Low Value,306,32.23396658612949,683,-4.806596200483223,False,29.351271456215553,28.535958360209566,-4.5970754176733815,False,36.68908932026944,35.66994795026196,-4.226384801932892,False,44.02690718432333,42.803937540314344,683,306,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",PASTA SAUCE,GROCERY,0.3164439990695901,DRY NOODLES/PASTA,GROCERY,0.5010828360778531,top_5_filtered_similarity_mean,,unknown,SALAD MIX,PRODUCE,0.2522054895681029,CHEESE,GROCERY,0.2734655691471458,top_5_filtered_similarity_mean,,unknown,HOT DOGS,MEAT-PCKGD,0.2417721889144314,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3003419980271218,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
874,0,0.64237684,0.21859914510474618,1,0.47368421052631576,47.41848914061864,22.46138959292462,0.08,0,0.0,0.0,2,10,High Risk - Low Value,307,10.365641188297925,1874,-4.937806152870213,False,9.483697828123729,4.492277918584924,-4.870429485146276,False,11.85462228515466,5.615347398231155,-4.75122461148085,False,14.22554674218559,6.738416877877385,1874,307,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",FLUID MILK PRODUCTS,GROCERY,0.3758911438874603,BAKED BREAD/BUNS/ROLLS,GROCERY,0.4796043164210295,top_5_filtered_similarity_mean,,unknown,LUNCHMEAT,MEAT-PCKGD,0.2694418744548943,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3602845074558083,top_5_filtered_similarity_mean,,unknown,VEGETABLES - ALL OTHERS,PRODUCE,0.248944806301556,TOMATOES,PRODUCE,0.2848437197977615,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
428,0,0.6413255,0.21794769823215523,1,0.9696969696969697,157.1433093578274,152.3813908924387,0.08,1,23.289999,23.089621229501304,2,6,High Risk - Low Value,308,34.24902256712198,630,-4.7945058645972685,False,31.42866187156548,30.476278178487743,-4.571887217910975,False,39.28582733945685,38.095347723109676,-4.178023458389072,False,47.14299280734822,45.71441726773161,630,308,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,top_5_filtered_similarity_mean,,unknown,VEGETABLES - ALL OTHERS,PRODUCE,0.2658723770218125,ONIONS,PRODUCE,0.2955328305042752,top_5_filtered_similarity_mean,,unknown,PORK,MEAT,0.2479123664164924,BEEF,MEAT,0.3058265786268862,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
2236,1,0.6411717,0.21785253066935475,1,0.9722222222222222,63.933256548753334,62.157332755732405,0.08,1,21.15,21.058735168829262,2,8,High Risk - Low Value,309,13.928021733079012,1559,-4.916431869601526,False,12.786651309750667,12.431466551146482,-4.825899728336513,False,15.983314137188334,15.539333188933101,-4.665727478406104,False,19.179976964626,18.64719982671972,1559,309,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",DELI MEATS,DELI,0.3238446237333811,CHEESES,DELI,0.5124038182012465,top_5_filtered_similarity_mean,,unknown,TOMATOES,PRODUCE,0.2741086156915281,VEGETABLES SALAD,PRODUCE,0.3217203886769275,top_5_filtered_similarity_mean,,unknown,BEANS - CANNED GLASS & MW,GROCERY,0.2548864919779444,VEGETABLES - SHELF STABLE,GROCERY,0.3400501483841249,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
492,1,0.6397033,0.21694530134969672,1,0.8934860138300201,252.20910599977694,225.3453087713737,0.08,0,0.0,0.0,2,4,High Risk - Low Value,310,54.715580504259215,261,-4.671706516974445,False,50.44182119995539,45.06906175427474,-4.31605524369676,False,63.052276499944234,56.33632719284343,-3.686826067897779,False,75.66273179993308,67.60359263141211,261,310,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",DELI MEATS,DELI,0.3238446237333811,CHEESES,DELI,0.5124038182012465,top_5_filtered_similarity_mean,,unknown,MEAT - SHELF STABLE,GROCERY,0.2842553632575912,DINNER MXS:DRY,GROCERY,0.3028661333919106,top_5_filtered_similarity_mean,,unknown,PORK,MEAT,0.2479123664164924,BEEF,MEAT,0.3058265786268862,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
2385,0,0.6396415,0.21690721019801737,1,0.9722222222222222,119.5726399276033,116.2511777073921,0.08,1,136.64,135.51081584665604,2,7,High Risk - Low Value,311,25.936167742708495,890,-4.844382993543749,False,23.914527985520664,23.25023554147842,-4.675797903216144,False,29.893159981900826,29.062794426848026,-4.377531974174996,False,35.87179197828099,34.87535331221763,890,311,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",PAPER TOWELS,GROCERY,0.2208452491792,BATH TISSUES,GROCERY,0.3180553357212143,top_5_filtered_similarity_mean,,unknown,ORGANICS FRUIT & VEGETABLES,PRODUCE,0.1623652897532286,VEGETABLES - ALL OTHERS,PRODUCE,0.1861011194188492,top_5_filtered_similarity_mean,,unknown,BREAD,PASTRY,0.1470293295714163,CHEESE,GROCERY,0.1557607498519516,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
1984,1,0.6376559,0.21568495172829424,1,0.5882352941176471,42.17770961292736,24.810417419369035,0.08,0,0.0,0.0,2,10,High Risk - Low Value,312,9.09709726187425,1985,-4.9454174164287545,False,8.435541922585472,4.9620834838738075,-4.886286284226572,False,10.54442740323184,6.202604354842259,-4.781669665715018,False,12.653312883878208,7.44312522581071,1985,312,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",BAKED BREAD/BUNS/ROLLS,GROCERY,0.267643707812111,FLUID MILK PRODUCTS,GROCERY,0.4796043164210295,top_5_filtered_similarity_mean,,unknown,TROPICAL FRUIT,PRODUCE,0.2215187342356538,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,top_5_filtered_similarity_mean,,unknown,BEEF,MEAT,0.1967499657001647,FLUID MILK PRODUCTS,GROCERY,0.3535574450114341,top_5_filtered_similarity_mean,A_campaign_ready,low,True,M3_RecSys_personalized_voucher,unknown
1655,0,0.63742375,0.21554237018521222,1,0.5,30.59257495970216,15.29628747985108,0.08,1,26.46,26.127359505180635,2,10,High Risk - Low Value,313,6.593996116882977,2179,-4.960436023298702,False,6.118514991940432,3.059257495970216,-4.917575048538962,False,7.64814373992554,3.82407186996277,-4.841744093194809,False,9.177772487910648,4.588886243955324,2179,313,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",PASTA SAUCE,GROCERY,0.3164439990695901,DRY NOODLES/PASTA,GROCERY,0.5010828360778531,top_5_filtered_similarity_mean,,unknown,TOMATOES,PRODUCE,0.2800155158374485,VEGETABLES SALAD,PRODUCE,0.3217203886769275,top_5_filtered_similarity_mean,,unknown,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
1675,1,0.63737446,0.21551210557343442,1,0.8823529411764706,251.4782990882137,221.89261684254149,0.08,0,0.0,0.0,2,4,High Risk - Low Value,314,54.196617742526826,268,-4.674820293544839,False,50.29565981764274,44.3785233685083,-4.322542278218415,False,62.869574772053426,55.47315421063537,-3.6992811741793563,False,75.44348972646411,66.56778505276245,268,314,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",CONVENIENT BRKFST/WHLSM SNACKS,GROCERY,0.2675614778766366,COLD CEREAL,GROCERY,0.310442902696737,top_5_filtered_similarity_mean,,unknown,VEGETABLES SALAD,PRODUCE,0.2436765080727091,TOMATOES,PRODUCE,0.3217203886769275,top_5_filtered_similarity_mean,,unknown,FROZEN MEAT,MEAT-PCKGD,0.2066536386460709,FROZEN PIZZA,GROCERY,0.2228097770077094,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
2150,0,0.63670534,0.21510158757541292,1,0.47368421052631576,36.58087668889958,17.327783694741903,0.08,0,0.0,0.0,2,10,High Risk - Low Value,315,7.868604650682714,2078,-4.952788372095903,False,7.316175337779916,3.465556738948381,-4.901642441866466,False,9.145219172224895,4.331945923685476,-4.8111534883836145,False,10.974263006669874,5.198335108422571,2078,315,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",CHEESE,GROCERY,0.4011825298503307,BAKED BREAD/BUNS/ROLLS,GROCERY,0.4500893368435206,top_5_filtered_similarity_mean,,unknown,TROPICAL FRUIT,PRODUCE,0.3170179368801823,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,top_5_filtered_similarity_mean,,unknown,DELI MEATS,DELI,0.2520488155045371,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
2340,0,0.63652384,0.21499033441066404,1,0.9722222222222222,262.6481904321108,255.3524073645522,0.08,1,581.82,578.0783703591609,2,4,High Risk - Low Value,316,56.46682229335528,244,-4.661199066239869,False,52.52963808642217,51.070481472910444,-4.294164721333059,False,65.6620476080277,63.83810184113805,-3.6447962649594734,False,78.79445712963324,76.60572220936565,244,316,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",PORK,MEAT,0.2479123664164924,BEEF,MEAT,0.3058265786268862,top_5_filtered_similarity_mean,,unknown,BROCCOLI/CAULIFLOWER,PRODUCE,0.1763248300321087,VEGETABLES - ALL OTHERS,PRODUCE,0.2246485340381617,top_5_filtered_similarity_mean,,unknown,LAUNDRY DETERGENTS,GROCERY,0.1720474037169588,BATH TISSUES,GROCERY,0.1839705321566528,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
656,1,0.6363135,0.21486144993570355,1,0.9912280701754386,102.80157515534462,101.89980695222756,0.08,1,33.35,33.32891081605814,2,7,High Risk - Low Value,317,22.088095493551545,1037,-4.867471427038691,False,20.560315031068924,20.379961390445516,-4.723898806330606,False,25.700393788836156,25.47495173805689,-4.469885708154763,False,30.840472546603387,30.569942085668266,1037,317,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",CHICKEN,MEAT,0.2482307303734491,BEEF,MEAT,0.2856478769962882,top_5_filtered_similarity_mean,,unknown,MISC. DAIRY,GROCERY,0.1942780539294925,HISPANIC,GROCERY,0.229704627652746,top_5_filtered_similarity_mean,,unknown,MUSHROOMS,PRODUCE,0.1777659751973231,ONIONS,PRODUCE,0.1973996272819843,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
109,0,0.6357819,0.2145359646160608,1,0.9912280701754386,262.6569101654432,260.3529021815358,0.08,1,533.22,529.7916910399628,2,4,High Risk - Low Value,318,56.34935358541739,248,-4.661903878487496,False,52.53138203308865,52.07058043630716,-4.295633080182283,False,65.6642275413608,65.08822554538395,-3.647615513949983,False,78.79707304963296,78.10587065446073,248,318,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",DELI MEATS,DELI,0.2688785464326188,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,top_5_filtered_similarity_mean,,unknown,BAKED SWEET GOODS,GROCERY,0.263708683466105,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3063337190374718,top_5_filtered_similarity_mean,,unknown,VEGETABLES SALAD,PRODUCE,0.2436765080727091,TOMATOES,PRODUCE,0.3217203886769275,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
383,1,0.6355726,0.2144079343692515,1,0.9912280701754386,240.9691094004651,238.85534528291714,0.08,1,175.95,174.66548222111388,2,4,High Risk - Low Value,319,51.66568899335191,296,-4.690005866039889,False,48.193821880093026,47.77106905658343,-4.354178887583101,False,60.242277350116275,59.713836320729285,-3.7600234641595542,False,72.29073282013952,71.65660358487514,296,319,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",FRUIT - SHELF STABLE,GROCERY,0.2689146813172519,VEGETABLES - SHELF STABLE,GROCERY,0.3068776590838217,top_5_filtered_similarity_mean,,unknown,BREAKFAST SAUSAGE/SANDWICHES,MEAT-PCKGD,0.2412918137834933,EGGS,GROCERY,0.2588535501733761,top_5_filtered_similarity_mean,,unknown,BROCCOLI/CAULIFLOWER,PRODUCE,0.1763248300321087,VEGETABLES - ALL OTHERS,PRODUCE,0.2246485340381617,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
2316,1,0.6345514,0.21378396867084717,1,0.5882352941176471,29.908510176782027,17.593241280460017,0.08,0,0.0,0.0,2,10,High Risk - Low Value,320,6.393960002624882,2196,-4.961636239984251,False,5.981702035356406,3.5186482560920034,-4.920075499967189,False,7.477127544195507,4.398310320115004,-4.8465449599370025,False,8.972553053034607,5.277972384138005,2196,320,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",SOFT DRINKS,GROCERY,0.3450051955963799,BAG SNACKS,GROCERY,0.3745399682866184,top_5_filtered_similarity_mean,,unknown,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,top_5_filtered_similarity_mean,,unknown,SALAD MIX,PRODUCE,0.2596620162630081,SALD DRSNG/SNDWCH SPRD,GROCERY,0.274255010228644,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
597,0,0.6332627,0.21299844321270814,1,0.9912280701754386,112.34996256152544,111.36443657414364,0.08,1,327.23,324.7581029487151,2,7,High Risk - Low Value,321,23.930367120610963,970,-4.856417797276334,False,22.46999251230509,22.27288731482873,-4.700870410992363,False,28.08749064038136,27.84110914353591,-4.425671189105337,False,33.70498876845763,33.40933097224309,970,321,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,top_5_filtered_similarity_mean,,unknown,LAUNDRY ADDITIVES,GROCERY,0.189558081909108,LAUNDRY DETERGENTS,GROCERY,0.3076866239937305,top_5_filtered_similarity_mean,,unknown,MUSHROOMS,PRODUCE,0.1777659751973231,ONIONS,PRODUCE,0.1973996272819843,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
569,0,0.63311154,0.21290644435964945,1,0.9722222222222222,278.2871074419664,270.55691001302284,0.08,1,626.99,622.1132814212667,2,4,High Risk - Low Value,322,59.249118556600806,228,-4.644505288660395,False,55.65742148839328,54.11138200260457,-4.25938601804249,False,69.5717768604916,67.63922750325571,-3.5780211546415805,False,83.48613223258991,81.16707300390685,228,322,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",PASTA SAUCE,GROCERY,0.3199410163759696,DRY NOODLES/PASTA,GROCERY,0.5010828360778531,top_5_filtered_similarity_mean,,unknown,DINNER SAUSAGE,MEAT-PCKGD,0.2163678882242317,BAKED BREAD/BUNS/ROLLS,GROCERY,0.2412654476218795,top_5_filtered_similarity_mean,,unknown,SALADS/DIPS,DELI,0.1430545098429076,DELI MEATS,DELI,0.1612912263185445,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
1772,1,0.6327225,0.21266979672885677,1,0.9722222222222222,117.24566747679332,113.98884338021573,0.08,0,0.0,0.0,2,7,High Risk - Low Value,323,24.93461226962877,926,-4.850392326382227,False,23.449133495358666,22.797768676043148,-4.68831734662964,False,29.31141686919833,28.49721084505393,-4.401569305528909,False,35.17370024303799,34.196653014064715,926,323,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",MILK BY-PRODUCTS,GROCERY,0.294640734087666,CHEESE,GROCERY,0.3594694939563704,top_5_filtered_similarity_mean,,unknown,POTATOES,PRODUCE,0.2694742995785554,BEEF,MEAT,0.2863332507481838,top_5_filtered_similarity_mean,,unknown,SEAFOOD - FROZEN,SEAFOOD-PCKGD,0.1633815419047415,BEEF,MEAT,0.1688310370531406,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
1139,0,0.6298569,0.2109325994010597,1,0.9722222222222222,360.9206355788847,350.89506236836013,0.08,1,629.04,624.510966616233,2,3,High Risk - High Value,324,76.12992784013674,101,-4.543220432959179,False,72.18412711577695,70.17901247367203,-4.04837590199829,False,90.23015889472117,87.72376559209003,-3.172881731836718,False,108.2761906736654,105.26851871050803,101,324,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",MEAT - SHELF STABLE,GROCERY,0.2842553632575912,DINNER MXS:DRY,GROCERY,0.3028661333919106,top_5_filtered_similarity_mean,,unknown,ONIONS,PRODUCE,0.2783615935036775,VEGETABLES - ALL OTHERS,PRODUCE,0.2955328305042752,top_5_filtered_similarity_mean,,unknown,BACON,MEAT-PCKGD,0.2458821229282068,EGGS,GROCERY,0.2782867893324901,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
683,0,0.62918466,0.2105265929807848,1,0.47368421052631576,34.054724521594295,16.131185299702558,0.08,0,0.0,0.0,2,10,High Risk - Low Value,325,7.169425128430434,2130,-4.956983449229417,False,6.810944904318859,3.226237059940512,-4.91038218589462,False,8.513681130398574,4.0327963249256396,-4.827933796917669,False,10.216417356478289,4.839355589910768,2130,325,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",CHEESE,GROCERY,0.3933331807907653,BAKED BREAD/BUNS/ROLLS,GROCERY,0.4500893368435206,top_5_filtered_similarity_mean,,unknown,TROPICAL FRUIT,PRODUCE,0.318335117359308,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,top_5_filtered_similarity_mean,,unknown,LUNCHMEAT,MEAT-PCKGD,0.2891780715287341,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3602845074558083,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
2203,0,0.62901235,0.2104226097152661,1,0.9696969696969697,184.1027444148307,178.52387337195705,0.08,1,559.08997,555.5518415973783,2,5,High Risk - Low Value,326,38.73937993551131,538,-4.767563720386932,False,36.82054888296614,35.70477467439141,-4.515757750806109,False,46.02568610370768,44.63096834298926,-4.070254881547728,False,55.23082332444921,53.55716201158712,538,326,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",VEGETABLES - SHELF STABLE,GROCERY,0.3370680022162481,BEEF,MEAT,0.3580404335386208,top_5_filtered_similarity_mean,A_campaign_ready,low,PEPPERS-ALL,PRODUCE,0.2438440302644116,ONIONS,PRODUCE,0.3075117366367512,top_5_filtered_similarity_mean,,unknown,MEAT - MISC,MEAT-PCKGD,0.2009877190376639,BAKED BREAD/BUNS/ROLLS,GROCERY,0.219924990855053,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,low
851,0,0.62814254,0.20989830490186892,1,0.654633425207534,17.256457751716667,11.296654044955382,0.08,1,3.38,3.3721697149102,2,10,High Risk - Low Value,327,3.6221012306960443,2362,-4.978267392615824,False,3.4512915503433335,2.2593308089910766,-4.9547237346163,False,4.314114437929167,2.8241635112388455,-4.9130695704632945,False,5.1769373255149995,3.3889962134866143,2362,327,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",BAKED BREAD/BUNS/ROLLS,GROCERY,0.3354181175324905,BAG SNACKS,GROCERY,0.3899231437647368,top_5_filtered_similarity_mean,,unknown,BEEF,MEAT,0.2690574011282469,PORK,MEAT,0.3058265786268862,top_5_filtered_similarity_mean,A_campaign_ready,low,TROPICAL FRUIT,PRODUCE,0.2335644574798818,BAG SNACKS,GROCERY,0.2511947250513288,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
2201,1,0.6248613,0.20792908111810857,1,0.47368421052631576,24.440836673788155,11.577238424425968,0.08,0,0.0,0.0,2,10,High Risk - Low Value,328,5.08196071133854,2270,-4.969508235731968,False,4.8881673347576315,2.3154476848851937,-4.936475491108268,False,6.110209168447039,2.894309606106492,-4.8780329429278755,False,7.332251002136446,3.47317152732779,2270,328,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",BAKED BREAD/BUNS/ROLLS,GROCERY,0.3547124852655783,FLUID MILK PRODUCTS,GROCERY,0.4796043164210295,top_5_filtered_similarity_mean,,unknown,BEEF,MEAT,0.2634209520293907,FLUID MILK PRODUCTS,GROCERY,0.3535574450114341,top_5_filtered_similarity_mean,A_campaign_ready,low,LUNCHMEAT,MEAT-PCKGD,0.233387391273642,FLUID MILK PRODUCTS,GROCERY,0.2993016867408901,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
1091,1,0.62304,0.20684194059827107,1,0.9912280701754386,62.23787833335996,61.69193203219013,0.08,1,7.38,7.356695652036792,2,8,High Risk - Low Value,329,12.873403533191263,1657,-4.922759578800853,False,12.447575666671993,12.338386406438026,-4.8390824558351095,False,15.55946958333999,15.422983008047533,-4.69103831520341,False,18.67136350000799,18.50757960965704,1657,329,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,top_5_filtered_similarity_mean,,unknown,VEGETABLES - ALL OTHERS,PRODUCE,0.2749299696147994,ONIONS,PRODUCE,0.2955328305042752,top_5_filtered_similarity_mean,,unknown,BATH TISSUES,GROCERY,0.2068214796182509,BAKED BREAD/BUNS/ROLLS,GROCERY,0.2294465824885763,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
